"subj" "expt" "item" "cond" "pos" "word" "region" "rt" "dist.SR" "dist.OR" "RCType" "dist" "int" "lrt"
"23549" 26 "RC1" 13 "b" "3" "सुलझाई_थी" "RCVerb" 484 -1 0 -1 -1 1 6.18208490671663
"23606" 26 "RC1" 10 "c" "4" "मांगा_था," "RCVerb" 453 0 1 1 1 1 6.11589212548303
"23719" 26 "RC1" 15 "d" "3" "खरीदा_था" "RCVerb" 360 0 -1 1 -1 -1 5.88610403145016
"23785" 26 "RC1" 20 "a" "4" "बनायी_थी," "RCVerb" 359 1 0 -1 1 -1 5.88332238848828
"23909" 26 "RC1" 22 "c" "4" "पकड़ा_था," "RCVerb" 500 0 1 1 1 1 6.21460809842219
"23923" 26 "RC1" 8 "a" "4" "रखी_थी," "RCVerb" 422 1 0 -1 1 -1 6.04500531403601
"23942" 26 "RC1" 18 "c" "4" "खरीदा_था," "RCVerb" 375 0 1 1 1 1 5.92692602597041
"23960" 26 "RC1" 6 "c" "4" "गाया_था," "RCVerb" 375 0 1 1 1 1 5.92692602597041
"24005" 26 "RC1" 9 "b" "4" "काटी_थी" "RCVerb" 328 -1 0 -1 -1 1 5.79301360838414
"24024" 26 "RC1" 7 "d" "3" "साफ_किया_था" "RCVerb" 328 0 -1 1 -1 -1 5.79301360838414
"24098" 27 "RC1" 12 "b" "5" "दिखायी_थी" "RCVerb" 641 -1 0 -1 -1 1 6.46302945692067
"24139" 27 "RC1" 11 "a" "4" "बनायी_थी," "RCVerb" 1000 1 0 -1 1 -1 6.90775527898214
"24157" 27 "RC1" 18 "d" "3" "खरीदा_था" "RCVerb" 687 0 -1 1 -1 -1 6.53233429222235
"24329" 27 "RC1" 24 "b" "4" "बेचीं_थीं" "RCVerb" 2031 -1 0 -1 -1 1 7.61628356158038
"24448" 27 "RC1" 2 "d" "3" "खाया_था" "RCVerb" 671 0 -1 1 -1 -1 6.50876913697168
"24465" 27 "RC1" 8 "b" "3" "रखी_थी" "RCVerb" 516 -1 0 -1 -1 1 6.24610676548156
"24535" 27 "RC1" 5 "c" "4" "खरीदा_था," "RCVerb" 641 0 1 1 1 1 6.46302945692067
"24620" 27 "RC1" 16 "b" "4" "खोली_थी" "RCVerb" 1391 -1 0 -1 -1 1 7.23777819192344
"24638" 27 "RC1" 9 "c" "5" "काटा_था," "RCVerb" 562 0 1 1 1 1 6.33150184989369
"24736" 27 "RC1" 21 "c" "5" "उठाया_था," "RCVerb" 578 0 1 1 1 1 6.35957386867238
"24753" 27 "RC1" 13 "c" "4" "सुलझाया_था," "RCVerb" 750 0 1 1 1 1 6.62007320653036
"24819" 27 "RC1" 19 "a" "4" "फेकीं_थीं," "RCVerb" 813 1 0 -1 1 -1 6.70073110954781
"24835" 27 "RC1" 14 "d" "3" "खरीदा_था" "RCVerb" 750 0 -1 1 -1 -1 6.62007320653036
"24852" 27 "RC1" 3 "a" "4" "चुनी_थीं," "RCVerb" 469 1 0 -1 1 -1 6.15060276844628
"24876" 27 "RC1" 10 "d" "3" "मांगा_था" "RCVerb" 485 0 -1 1 -1 -1 6.18414889093748
"24955" 27 "RC1" 23 "a" "4" "उठा_ली_थी," "RCVerb" 485 1 0 -1 1 -1 6.18414889093748
"25001" 27 "RC1" 22 "d" "3" "पकड़ा_था" "RCVerb" 937 0 -1 1 -1 -1 6.84268328223842
"25020" 27 "RC1" 1 "c" "4" "पढ़ा_था," "RCVerb" 500 0 1 1 1 1 6.21460809842219
"25037" 27 "RC1" 20 "b" "3" "बनायी_थी" "RCVerb" 1703 -1 0 -1 -1 1 7.44014668066269
"25062" 27 "RC1" 4 "b" "3" "खायी_थी" "RCVerb" 953 -1 0 -1 -1 1 6.8596149036542
"25082" 27 "RC1" 7 "a" "4" "साफ_की_थी," "RCVerb" 704 1 0 -1 1 -1 6.55677835615804
"25114" 27 "RC1" 15 "a" "4" "खरीदी_थी," "RCVerb" 531 1 0 -1 1 -1 6.27476202124194
"25229" 27 "RC1" 17 "c" "4" "पहना_हुआ_था," "RCVerb" 1703 0 1 1 1 1 7.44014668066269
"25287" 27 "RC1" 6 "d" "3" "गाया_था" "RCVerb" 1172 0 -1 1 -1 -1 7.06646697013696
"25414" 28 "RC1" 4 "c" "4" "खाया_था," "RCVerb" 1016 0 1 1 1 1 6.92362862813843
"25456" 28 "RC1" 10 "a" "4" "मांगी_थी," "RCVerb" 875 1 0 -1 1 -1 6.77422388635761
"25498" 28 "RC1" 3 "b" "3" "चुनी_थीं" "RCVerb" 1640 -1 0 -1 -1 1 7.40245152081824
"25642" 28 "RC1" 13 "d" "3" "सुलझाया_था" "RCVerb" 437 0 -1 1 -1 -1 6.07993319509559
"25659" 28 "RC1" 12 "c" "6" "दिखाया_था," "RCVerb" 469 0 1 1 1 1 6.15060276844628
"25704" 28 "RC1" 22 "a" "4" "पकड़ी_थी," "RCVerb" 844 1 0 -1 1 -1 6.73815249459596
"25787" 28 "RC1" 7 "b" "3" "साफ_की_थी" "RCVerb" 390 -1 0 -1 -1 1 5.96614673912369
"25813" 28 "RC1" 8 "c" "4" "रखा_था," "RCVerb" 1062 0 1 1 1 1 6.96790920180188
"25893" 28 "RC1" 5 "d" "3" "खरीदा_था" "RCVerb" 656 0 -1 1 -1 -1 6.48616078894409
"25925" 28 "RC1" 1 "d" "3" "पढ़ा_था" "RCVerb" 531 0 -1 1 -1 -1 6.27476202124194
"25945" 28 "RC1" 9 "d" "4" "काटा_था" "RCVerb" 844 0 -1 1 -1 -1 6.73815249459596
"25964" 28 "RC1" 20 "c" "4" "बनाया_था," "RCVerb" 625 0 1 1 1 1 6.4377516497364
"26029" 28 "RC1" 18 "a" "4" "खरीदी_थी," "RCVerb" 515 1 0 -1 1 -1 6.24416690066374
"26087" 28 "RC1" 11 "b" "3" "बनायी_थी" "RCVerb" 515 -1 0 -1 -1 1 6.24416690066374
"26162" 28 "RC1" 6 "a" "4" "गायी_थी," "RCVerb" 719 1 0 -1 1 -1 6.57786135772105
"26204" 28 "RC1" 19 "b" "3" "फेकीं_थीं" "RCVerb" 406 -1 0 -1 -1 1 6.00635315960173
"26255" 28 "RC1" 15 "b" "3" "खरीदी_थी" "RCVerb" 750 -1 0 -1 -1 1 6.62007320653036
"26271" 28 "RC1" 23 "b" "3" "उठा_ली_थी" "RCVerb" 1031 -1 0 -1 -1 1 6.93828448401696
"26341" 28 "RC1" 14 "a" "4" "खरीदी_थी," "RCVerb" 515 1 0 -1 1 -1 6.24416690066374
"26428" 28 "RC1" 16 "c" "5" "खोला_था," "RCVerb" 500 0 1 1 1 1 6.21460809842219
"26447" 28 "RC1" 21 "d" "4" "उठाया_था" "RCVerb" 532 0 -1 1 -1 -1 6.27664348934164
"26469" 28 "RC1" 24 "c" "5" "बेचा_था," "RCVerb" 390 0 1 1 1 1 5.96614673912369
"26503" 28 "RC1" 2 "a" "4" "खायी_थी," "RCVerb" 2172 1 0 -1 1 -1 7.68340368105383
"26531" 28 "RC1" 17 "d" "3" "पहना_हुआ_था" "RCVerb" 578 0 -1 1 -1 -1 6.35957386867238
"26699" 29 "RC1" 13 "a" "4" "सुलझाई_थी," "RCVerb" 875 1 0 -1 1 -1 6.77422388635761
"26720" 29 "RC1" 15 "c" "4" "खरीदा_था," "RCVerb" 2735 0 1 1 1 1 7.91388671485608
"26738" 29 "RC1" 19 "c" "4" "फेका_था," "RCVerb" 1093 0 1 1 1 1 6.99668148817654
"26776" 29 "RC1" 2 "b" "3" "खायी_थी" "RCVerb" 578 -1 0 -1 -1 1 6.35957386867238
"26883" 29 "RC1" 6 "b" "3" "गायी_थी" "RCVerb" 1110 -1 0 -1 -1 1 7.01211529430638
"26966" 29 "RC1" 21 "a" "5" "उठायीं_थीं," "RCVerb" 734 1 0 -1 1 -1 6.59850902861452
"27017" 29 "RC1" 22 "b" "3" "पकड़ी_थी" "RCVerb" 828 -1 0 -1 -1 1 6.71901315438526
"27093" 29 "RC1" 24 "d" "4" "बेचा_था" "RCVerb" 579 0 -1 1 -1 -1 6.361302477573
"27158" 29 "RC1" 3 "c" "4" "चुना_था," "RCVerb" 1922 0 1 1 1 1 7.56112158953024
"27178" 29 "RC1" 5 "a" "4" "खरीदी_थी," "RCVerb" 1015 1 0 -1 1 -1 6.92264389147589
"27233" 29 "RC1" 16 "d" "4" "खोला_था" "RCVerb" 485 0 -1 1 -1 -1 6.18414889093748
"27291" 29 "RC1" 12 "d" "5" "दिखाया_था" "RCVerb" 1531 0 -1 1 -1 -1 7.33367639565768
"27341" 29 "RC1" 20 "d" "3" "बनाया_था" "RCVerb" 515 0 -1 1 -1 -1 6.24416690066374
"27367" 29 "RC1" 8 "d" "3" "रखा_था" "RCVerb" 657 0 -1 1 -1 -1 6.48768401848461
"27511" 29 "RC1" 18 "b" "3" "खरीदी_थी" "RCVerb" 422 -1 0 -1 -1 1 6.04500531403601
"27556" 29 "RC1" 4 "d" "3" "खाया_था" "RCVerb" 594 0 -1 1 -1 -1 6.38687931936265
"27584" 29 "RC1" 14 "b" "3" "खरीदी_थी" "RCVerb" 625 -1 0 -1 -1 1 6.4377516497364
"27617" 29 "RC1" 9 "a" "5" "काटी_थी," "RCVerb" 1312 1 0 -1 1 -1 7.17930796950403
"27645" 29 "RC1" 1 "a" "4" "पढ़ी_थी," "RCVerb" 1797 1 0 -1 1 -1 7.49387388678356
"27683" 29 "RC1" 17 "a" "4" "पहनी_हुई_थी," "RCVerb" 437 1 0 -1 1 -1 6.07993319509559
"27750" 29 "RC1" 11 "c" "4" "बनाया_था," "RCVerb" 422 0 1 1 1 1 6.04500531403601
"27782" 29 "RC1" 7 "c" "4" "साफ_किया_था," "RCVerb" 765 0 1 1 1 1 6.63987583382654
"27798" 29 "RC1" 10 "b" "3" "मांगी_थी" "RCVerb" 3016 -1 0 -1 -1 1 8.01168672912785
"27824" 29 "RC1" 23 "c" "4" "उठा_लिया_था," "RCVerb" 735 0 1 1 1 1 6.59987049921284
"27901" 3 "RC1" 12 "b" "5" "दिखायी_थी" "RCVerb" 2594 -1 0 -1 -1 1 7.86095636487639
"28070" 3 "RC1" 19 "a" "4" "फेकीं_थीं," "RCVerb" 922 1 0 -1 1 -1 6.82654522355659
"28089" 3 "RC1" 7 "a" "4" "साफ_की_थी," "RCVerb" 844 1 0 -1 1 -1 6.73815249459596
"28141" 3 "RC1" 13 "c" "4" "सुलझाया_था," "RCVerb" 1469 0 1 1 1 1 7.29233717617388
"28155" 3 "RC1" 1 "c" "4" "पढ़ा_था," "RCVerb" 750 0 1 1 1 1 6.62007320653036
"28186" 3 "RC1" 22 "d" "3" "पकड़ा_था" "RCVerb" 1484 0 -1 1 -1 -1 7.30249642372733
"28202" 3 "RC1" 14 "d" "3" "खरीदा_था" "RCVerb" 656 0 -1 1 -1 -1 6.48616078894409
"28223" 3 "RC1" 10 "d" "3" "मांगा_था" "RCVerb" 1063 0 -1 1 -1 -1 6.96885037834195
"28258" 3 "RC1" 23 "a" "4" "उठा_ली_थी," "RCVerb" 921 1 0 -1 1 -1 6.82546003625531
"28333" 3 "RC1" 21 "c" "5" "उठाया_था," "RCVerb" 453 0 1 1 1 1 6.11589212548303
"28348" 3 "RC1" 15 "a" "4" "खरीदी_थी," "RCVerb" 1000 1 0 -1 1 -1 6.90775527898214
"28412" 3 "RC1" 3 "a" "4" "चुनी_थीं," "RCVerb" 1078 1 0 -1 1 -1 6.98286275146894
"28430" 3 "RC1" 24 "b" "4" "बेचीं_थीं" "RCVerb" 672 -1 0 -1 -1 1 6.51025834052315
"28491" 3 "RC1" 4 "b" "3" "खायी_थी" "RCVerb" 875 -1 0 -1 -1 1 6.77422388635761
"28588" 3 "RC1" 17 "c" "4" "पहना_हुआ_था," "RCVerb" 1390 0 1 1 1 1 7.23705902612474
"28605" 3 "RC1" 6 "d" "3" "गाया_था" "RCVerb" 1953 0 -1 1 -1 -1 7.57712193087668
"28685" 3 "RC1" 20 "b" "3" "बनायी_थी" "RCVerb" 531 -1 0 -1 -1 1 6.27476202124194
"28740" 3 "RC1" 2 "d" "3" "खाया_था" "RCVerb" 750 0 -1 1 -1 -1 6.62007320653036
"28768" 3 "RC1" 8 "b" "3" "रखी_थी" "RCVerb" 860 -1 0 -1 -1 1 6.75693238924755
"28825" 3 "RC1" 11 "a" "4" "बनायी_थी," "RCVerb" 1032 1 0 -1 1 -1 6.93925394604151
"28844" 3 "RC1" 18 "d" "3" "खरीदा_था" "RCVerb" 735 0 -1 1 -1 -1 6.59987049921284
"28885" 3 "RC1" 9 "c" "5" "काटा_था," "RCVerb" 703 0 1 1 1 1 6.55535689181067
"28990" 3 "RC1" 16 "b" "4" "खोली_थी" "RCVerb" 1250 -1 0 -1 -1 1 7.13089883029635
"29017" 3 "RC1" 5 "c" "4" "खरीदा_था," "RCVerb" 875 0 1 1 1 1 6.77422388635761
"29209" 30 "RC1" 17 "b" "3" "पहनी_हुई_थी" "RCVerb" 984 -1 0 -1 -1 1 6.89162589705225
"29249" 30 "RC1" 12 "a" "6" "दिखायी_थी," "RCVerb" 594 1 0 -1 1 -1 6.38687931936265
"29369" 30 "RC1" 16 "a" "5" "खोली_थी," "RCVerb" 1391 1 0 -1 1 -1 7.23777819192344
"29402" 30 "RC1" 13 "b" "3" "सुलझाई_थी" "RCVerb" 1844 -1 0 -1 -1 1 7.51969240411654
"29422" 30 "RC1" 1 "b" "3" "पढ़ी_थी" "RCVerb" 594 -1 0 -1 -1 1 6.38687931936265
"29456" 30 "RC1" 10 "c" "4" "मांगा_था," "RCVerb" 688 0 1 1 1 1 6.53378883793334
"29487" 30 "RC1" 5 "b" "3" "खरीदी_थी" "RCVerb" 547 -1 0 -1 -1 1 6.30444880242198
"29507" 30 "RC1" 18 "c" "4" "खरीदा_था," "RCVerb" 515 0 1 1 1 1 6.24416690066374
"29575" 30 "RC1" 24 "a" "5" "बेचीं_थीं," "RCVerb" 563 1 0 -1 1 -1 6.33327962813969
"29657" 30 "RC1" 20 "a" "4" "बनायी_थी," "RCVerb" 594 1 0 -1 1 -1 6.38687931936265
"29729" 30 "RC1" 6 "c" "4" "गाया_था," "RCVerb" 516 0 1 1 1 1 6.24610676548156
"29746" 30 "RC1" 21 "b" "4" "उठायीं_थीं" "RCVerb" 1875 -1 0 -1 -1 1 7.53636393840451
"29856" 30 "RC1" 4 "a" "4" "खायी_थी," "RCVerb" 547 1 0 -1 1 -1 6.30444880242198
"29874" 30 "RC1" 23 "d" "3" "उठा_लिया_था" "RCVerb" 672 0 -1 1 -1 -1 6.51025834052315
"29932" 30 "RC1" 7 "d" "3" "साफ_किया_था" "RCVerb" 969 0 -1 1 -1 -1 6.87626461189077
"29962" 30 "RC1" 3 "d" "3" "चुना_था" "RCVerb" 953 0 -1 1 -1 -1 6.8596149036542
"29993" 30 "RC1" 19 "d" "3" "फेका_था" "RCVerb" 609 0 -1 1 -1 -1 6.4118182677099
"30012" 30 "RC1" 8 "a" "4" "रखी_थी," "RCVerb" 1844 1 0 -1 1 -1 7.51969240411654
"30069" 30 "RC1" 9 "b" "4" "काटी_थी" "RCVerb" 406 -1 0 -1 -1 1 6.00635315960173
"30102" 30 "RC1" 11 "d" "3" "बनाया_था" "RCVerb" 609 0 -1 1 -1 -1 6.4118182677099
"30141" 30 "RC1" 15 "d" "3" "खरीदा_था" "RCVerb" 656 0 -1 1 -1 -1 6.48616078894409
"30176" 30 "RC1" 14 "c" "4" "खरीदा_था," "RCVerb" 454 0 1 1 1 1 6.11809719804135
"30236" 30 "RC1" 22 "c" "4" "पकड़ा_था," "RCVerb" 625 0 1 1 1 1 6.4377516497364
"30313" 30 "RC1" 2 "c" "4" "खाया_था," "RCVerb" 468 0 1 1 1 1 6.14846829591765
"30426" 31 "RC1" 24 "b" "4" "बेचीं_थीं" "RCVerb" 2422 -1 0 -1 -1 1 7.79234892411304
"30479" 31 "RC1" 7 "a" "4" "साफ_की_थी," "RCVerb" 656 1 0 -1 1 -1 6.48616078894409
"30614" 31 "RC1" 6 "d" "3" "गाया_था" "RCVerb" 1438 0 -1 1 -1 -1 7.27100853828099
"30634" 31 "RC1" 21 "c" "5" "उठाया_था," "RCVerb" 781 0 1 1 1 1 6.66057514983969
"30712" 31 "RC1" 12 "b" "5" "दिखायी_थी" "RCVerb" 641 -1 0 -1 -1 1 6.46302945692067
"30778" 31 "RC1" 11 "a" "4" "बनायी_थी," "RCVerb" 500 1 0 -1 1 -1 6.21460809842219
"30827" 31 "RC1" 15 "a" "4" "खरीदी_थी," "RCVerb" 547 1 0 -1 1 -1 6.30444880242198
"30908" 31 "RC1" 19 "a" "4" "फेकीं_थीं," "RCVerb" 750 1 0 -1 1 -1 6.62007320653036
"30923" 31 "RC1" 20 "b" "3" "बनायी_थी" "RCVerb" 594 -1 0 -1 -1 1 6.38687931936265
"30962" 31 "RC1" 16 "b" "4" "खोली_थी" "RCVerb" 578 -1 0 -1 -1 1 6.35957386867238
"31011" 31 "RC1" 9 "c" "5" "काटा_था," "RCVerb" 484 0 1 1 1 1 6.18208490671663
"31025" 31 "RC1" 22 "d" "3" "पकड़ा_था" "RCVerb" 438 0 -1 1 -1 -1 6.08221891037645
"31104" 31 "RC1" 23 "a" "4" "उठा_ली_थी," "RCVerb" 734 1 0 -1 1 -1 6.59850902861452
"31122" 31 "RC1" 13 "c" "4" "सुलझाया_था," "RCVerb" 453 0 1 1 1 1 6.11589212548303
"31160" 31 "RC1" 1 "c" "4" "पढ़ा_था," "RCVerb" 515 0 1 1 1 1 6.24416690066374
"31199" 31 "RC1" 4 "b" "3" "खायी_थी" "RCVerb" 563 -1 0 -1 -1 1 6.33327962813969
"31264" 31 "RC1" 2 "d" "3" "खाया_था" "RCVerb" 875 0 -1 1 -1 -1 6.77422388635761
"31307" 31 "RC1" 8 "b" "3" "रखी_थी" "RCVerb" 687 -1 0 -1 -1 1 6.53233429222235
"31329" 31 "RC1" 5 "c" "4" "खरीदा_था," "RCVerb" 422 0 1 1 1 1 6.04500531403601
"31392" 31 "RC1" 18 "d" "3" "खरीदा_था" "RCVerb" 453 0 -1 1 -1 -1 6.11589212548303
"31440" 31 "RC1" 10 "d" "3" "मांगा_था" "RCVerb" 750 0 -1 1 -1 -1 6.62007320653036
"31482" 31 "RC1" 3 "a" "4" "चुनी_थीं," "RCVerb" 922 1 0 -1 1 -1 6.82654522355659
"31608" 31 "RC1" 17 "c" "4" "पहना_हुआ_था," "RCVerb" 656 0 1 1 1 1 6.48616078894409
"31623" 31 "RC1" 14 "d" "3" "खरीदा_था" "RCVerb" 531 0 -1 1 -1 -1 6.27476202124194
"31718" 32 "RC1" 17 "d" "3" "पहना_हुआ_था" "RCVerb" 1125 0 -1 1 -1 -1 7.02553831463852
"31767" 32 "RC1" 8 "c" "4" "रखा_था," "RCVerb" 609 0 1 1 1 1 6.4118182677099
"31822" 32 "RC1" 14 "a" "4" "खरीदी_थी," "RCVerb" 625 1 0 -1 1 -1 6.4377516497364
"31934" 32 "RC1" 1 "d" "3" "पढ़ा_था" "RCVerb" 922 0 -1 1 -1 -1 6.82654522355659
"32007" 32 "RC1" 13 "d" "3" "सुलझाया_था" "RCVerb" 1219 0 -1 1 -1 -1 7.10578612948127
"32038" 32 "RC1" 24 "c" "5" "बेचा_था," "RCVerb" 579 0 1 1 1 1 6.361302477573
"32110" 32 "RC1" 15 "b" "3" "खरीदी_थी" "RCVerb" 422 -1 0 -1 -1 1 6.04500531403601
"32153" 32 "RC1" 3 "b" "3" "चुनी_थीं" "RCVerb" 453 -1 0 -1 -1 1 6.11589212548303
"32209" 32 "RC1" 16 "c" "5" "खोला_था," "RCVerb" 437 0 1 1 1 1 6.07993319509559
"32226" 32 "RC1" 22 "a" "4" "पकड़ी_थी," "RCVerb" 422 1 0 -1 1 -1 6.04500531403601
"32260" 32 "RC1" 2 "a" "4" "खायी_थी," "RCVerb" 484 1 0 -1 1 -1 6.18208490671663
"32283" 32 "RC1" 9 "d" "4" "काटा_था" "RCVerb" 375 0 -1 1 -1 -1 5.92692602597041
"32342" 32 "RC1" 18 "a" "4" "खरीदी_थी," "RCVerb" 562 1 0 -1 1 -1 6.33150184989369
"32417" 32 "RC1" 6 "a" "4" "गायी_थी," "RCVerb" 375 1 0 -1 1 -1 5.92692602597041
"32501" 32 "RC1" 4 "c" "4" "खाया_था," "RCVerb" 469 0 1 1 1 1 6.15060276844628
"32532" 32 "RC1" 23 "b" "3" "उठा_ली_थी" "RCVerb" 469 -1 0 -1 -1 1 6.15060276844628
"32561" 32 "RC1" 10 "a" "4" "मांगी_थी," "RCVerb" 703 1 0 -1 1 -1 6.55535689181067
"32582" 32 "RC1" 12 "c" "6" "दिखाया_था," "RCVerb" 516 0 1 1 1 1 6.24610676548156
"32674" 32 "RC1" 20 "c" "4" "बनाया_था," "RCVerb" 407 0 1 1 1 1 6.00881318544259
"32702" 32 "RC1" 5 "d" "3" "खरीदा_था" "RCVerb" 500 0 -1 1 -1 -1 6.21460809842219
"32754" 32 "RC1" 11 "b" "3" "बनायी_थी" "RCVerb" 922 -1 0 -1 -1 1 6.82654522355659
"32821" 32 "RC1" 21 "d" "4" "उठाया_था" "RCVerb" 469 0 -1 1 -1 -1 6.15060276844628
"32851" 32 "RC1" 19 "b" "3" "फेकीं_थीं" "RCVerb" 422 -1 0 -1 -1 1 6.04500531403601
"32887" 32 "RC1" 7 "b" "3" "साफ_की_थी" "RCVerb" 469 -1 0 -1 -1 1 6.15060276844628
"33017" 33 "RC1" 13 "a" "4" "सुलझाई_थी," "RCVerb" 485 1 0 -1 1 -1 6.18414889093748
"33036" 33 "RC1" 1 "a" "4" "पढ़ी_थी," "RCVerb" 484 1 0 -1 1 -1 6.18208490671663
"33068" 33 "RC1" 20 "d" "3" "बनाया_था" "RCVerb" 2734 0 -1 1 -1 -1 7.91352101728389
"33118" 33 "RC1" 22 "b" "3" "पकड़ी_थी" "RCVerb" 265 -1 0 -1 -1 1 5.57972982598622
"33210" 33 "RC1" 8 "d" "3" "रखा_था" "RCVerb" 875 0 -1 1 -1 -1 6.77422388635761
"33237" 33 "RC1" 6 "b" "3" "गायी_थी" "RCVerb" 1531 -1 0 -1 -1 1 7.33367639565768
"33277" 33 "RC1" 3 "c" "4" "चुना_था," "RCVerb" 500 0 1 1 1 1 6.21460809842219
"33348" 33 "RC1" 14 "b" "3" "खरीदी_थी" "RCVerb" 422 -1 0 -1 -1 1 6.04500531403601
"33412" 33 "RC1" 10 "b" "3" "मांगी_थी" "RCVerb" 484 -1 0 -1 -1 1 6.18208490671663
"33459" 33 "RC1" 9 "a" "5" "काटी_थी," "RCVerb" 422 1 0 -1 1 -1 6.04500531403601
"33478" 33 "RC1" 21 "a" "5" "उठायीं_थीं," "RCVerb" 796 1 0 -1 1 -1 6.67959918584438
"33526" 33 "RC1" 11 "c" "4" "बनाया_था," "RCVerb" 641 0 1 1 1 1 6.46302945692067
"33614" 33 "RC1" 24 "d" "4" "बेचा_था" "RCVerb" 500 0 -1 1 -1 -1 6.21460809842219
"33718" 33 "RC1" 4 "d" "3" "खाया_था" "RCVerb" 375 0 -1 1 -1 -1 5.92692602597041
"33738" 33 "RC1" 17 "a" "4" "पहनी_हुई_थी," "RCVerb" 406 1 0 -1 1 -1 6.00635315960173
"33821" 33 "RC1" 15 "c" "4" "खरीदा_था," "RCVerb" 469 0 1 1 1 1 6.15060276844628
"33883" 33 "RC1" 18 "b" "3" "खरीदी_थी" "RCVerb" 343 -1 0 -1 -1 1 5.83773044716594
"33911" 33 "RC1" 12 "d" "5" "दिखाया_था" "RCVerb" 453 0 -1 1 -1 -1 6.11589212548303
"33980" 33 "RC1" 7 "c" "4" "साफ_किया_था," "RCVerb" 344 0 1 1 1 1 5.8406416573734
"33996" 33 "RC1" 2 "b" "3" "खायी_थी" "RCVerb" 515 -1 0 -1 -1 1 6.24416690066374
"34034" 33 "RC1" 19 "c" "4" "फेका_था," "RCVerb" 703 0 1 1 1 1 6.55535689181067
"34064" 33 "RC1" 5 "a" "4" "खरीदी_थी," "RCVerb" 453 1 0 -1 1 -1 6.11589212548303
"34082" 33 "RC1" 16 "d" "4" "खोला_था" "RCVerb" 406 0 -1 1 -1 -1 6.00635315960173
"34154" 33 "RC1" 23 "c" "4" "उठा_लिया_था," "RCVerb" 500 0 1 1 1 1 6.21460809842219
"34226" 34 "RC1" 5 "b" "3" "खरीदी_थी" "RCVerb" 703 -1 0 -1 -1 1 6.55535689181067
"34280" 34 "RC1" 20 "a" "4" "बनायी_थी," "RCVerb" 672 1 0 -1 1 -1 6.51025834052315
"34330" 34 "RC1" 15 "d" "3" "खरीदा_था" "RCVerb" 531 0 -1 1 -1 -1 6.27476202124194
"34350" 34 "RC1" 13 "b" "3" "सुलझाई_थी" "RCVerb" 531 -1 0 -1 -1 1 6.27476202124194
"34406" 34 "RC1" 8 "a" "4" "रखी_थी," "RCVerb" 2156 1 0 -1 1 -1 7.67600993202889
"34484" 34 "RC1" 9 "b" "4" "काटी_थी" "RCVerb" 3031 -1 0 -1 -1 1 8.0166478770578
"34527" 34 "RC1" 21 "b" "4" "उठायीं_थीं" "RCVerb" 656 -1 0 -1 -1 1 6.48616078894409
"34580" 34 "RC1" 18 "c" "4" "खरीदा_था," "RCVerb" 609 0 1 1 1 1 6.4118182677099
"34601" 34 "RC1" 19 "d" "3" "फेका_था" "RCVerb" 469 0 -1 1 -1 -1 6.15060276844628
"34645" 34 "RC1" 6 "c" "4" "गाया_था," "RCVerb" 468 0 1 1 1 1 6.14846829591765
"34710" 34 "RC1" 17 "b" "3" "पहनी_हुई_थी" "RCVerb" 578 -1 0 -1 -1 1 6.35957386867238
"34729" 34 "RC1" 16 "a" "5" "खोली_थी," "RCVerb" 578 1 0 -1 1 -1 6.35957386867238
"34768" 34 "RC1" 24 "a" "5" "बेचीं_थीं," "RCVerb" 797 1 0 -1 1 -1 6.68085467879022
"34866" 34 "RC1" 14 "c" "4" "खरीदा_था," "RCVerb" 656 0 1 1 1 1 6.48616078894409
"34934" 34 "RC1" 1 "b" "3" "पढ़ी_थी" "RCVerb" 1031 -1 0 -1 -1 1 6.93828448401696
"34962" 34 "RC1" 23 "d" "3" "उठा_लिया_था" "RCVerb" 703 0 -1 1 -1 -1 6.55535689181067
"34992" 34 "RC1" 2 "c" "4" "खाया_था," "RCVerb" 813 0 1 1 1 1 6.70073110954781
"35047" 34 "RC1" 3 "d" "3" "चुना_था" "RCVerb" 391 0 -1 1 -1 -1 5.96870755998537
"35196" 34 "RC1" 11 "d" "3" "बनाया_था" "RCVerb" 3328 0 -1 1 -1 -1 8.1101268019411
"35223" 34 "RC1" 7 "d" "3" "साफ_किया_था" "RCVerb" 1219 0 -1 1 -1 -1 7.10578612948127
"35261" 34 "RC1" 4 "a" "4" "खायी_थी," "RCVerb" 578 1 0 -1 1 -1 6.35957386867238
"35277" 34 "RC1" 22 "c" "4" "पकड़ा_था," "RCVerb" 625 0 1 1 1 1 6.4377516497364
"35334" 34 "RC1" 12 "a" "6" "दिखायी_थी," "RCVerb" 703 1 0 -1 1 -1 6.55535689181067
"35374" 34 "RC1" 10 "c" "4" "मांगा_था," "RCVerb" 2141 0 1 1 1 1 7.66902828858968
"35527" 35 "RC1" 15 "a" "4" "खरीदी_थी," "RCVerb" 500 1 0 -1 1 -1 6.21460809842219
"35635" 35 "RC1" 6 "d" "3" "गाया_था" "RCVerb" 938 0 -1 1 -1 -1 6.84374994900622
"35661" 35 "RC1" 19 "a" "4" "फेकीं_थीं," "RCVerb" 546 1 0 -1 1 -1 6.30261897574491
"35735" 35 "RC1" 4 "b" "3" "खायी_थी" "RCVerb" 2547 -1 0 -1 -1 1 7.84267147497946
"35764" 35 "RC1" 10 "d" "3" "मांगा_था" "RCVerb" 593 0 -1 1 -1 -1 6.38519439899773
