"subj" "expt" "item" "cond" "pos" "word" "region" "rt" "dist.SR" "dist.OR" "RCType" "dist" "int" "lrt"
"47963" 43 "RC1" 22 "d" "3" "पकड़ा_था" "RCVerb" 594 0 -1 1 -1 -1 6.38687931936265
"47983" 43 "RC1" 9 "c" "5" "काटा_था," "RCVerb" 1140 0 1 1 1 1 7.03878354138854
"48054" 43 "RC1" 7 "a" "4" "साफ_की_थी," "RCVerb" 891 1 0 -1 1 -1 6.79234442747081
"48072" 43 "RC1" 15 "a" "4" "खरीदी_थी," "RCVerb" 500 1 0 -1 1 -1 6.21460809842219
"48114" 43 "RC1" 3 "a" "4" "चुनी_थीं," "RCVerb" 609 1 0 -1 1 -1 6.4118182677099
"48213" 44 "RC1" 8 "c" "4" "रखा_था," "RCVerb" 1109 0 1 1 1 1 7.01121398735037
"48241" 44 "RC1" 17 "d" "3" "पहना_हुआ_था" "RCVerb" 782 0 -1 1 -1 -1 6.66185474054531
"48280" 44 "RC1" 15 "b" "3" "खरीदी_थी" "RCVerb" 829 -1 0 -1 -1 1 6.7202201551353
"48345" 44 "RC1" 18 "a" "4" "खरीदी_थी," "RCVerb" 1156 1 0 -1 1 -1 7.05272104923232
"48383" 44 "RC1" 12 "c" "6" "दिखाया_था," "RCVerb" 796 0 1 1 1 1 6.67959918584438
"48400" 44 "RC1" 21 "d" "4" "उठाया_था" "RCVerb" 1531 0 -1 1 -1 -1 7.33367639565768
"48420" 44 "RC1" 13 "d" "3" "सुलझाया_था" "RCVerb" 594 0 -1 1 -1 -1 6.38687931936265
"48438" 44 "RC1" 23 "b" "3" "उठा_ली_थी" "RCVerb" 812 -1 0 -1 -1 1 6.69950034016168
"48518" 44 "RC1" 11 "b" "3" "बनायी_थी" "RCVerb" 1235 -1 0 -1 -1 1 7.11882624906208
"48585" 44 "RC1" 22 "a" "4" "पकड़ी_थी," "RCVerb" 1000 1 0 -1 1 -1 6.90775527898214
"48633" 44 "RC1" 2 "a" "4" "खायी_थी," "RCVerb" 813 1 0 -1 1 -1 6.70073110954781
"48743" 44 "RC1" 7 "b" "3" "साफ_की_थी" "RCVerb" 1125 -1 0 -1 -1 1 7.02553831463852
"48799" 44 "RC1" 6 "a" "4" "गायी_थी," "RCVerb" 531 1 0 -1 1 -1 6.27476202124194
"48906" 44 "RC1" 24 "c" "5" "बेचा_था," "RCVerb" 953 0 1 1 1 1 6.8596149036542
"48945" 44 "RC1" 10 "a" "4" "मांगी_थी," "RCVerb" 578 1 0 -1 1 -1 6.35957386867238
"48972" 44 "RC1" 5 "d" "3" "खरीदा_था" "RCVerb" 453 0 -1 1 -1 -1 6.11589212548303
"48990" 44 "RC1" 20 "c" "4" "बनाया_था," "RCVerb" 719 0 1 1 1 1 6.57786135772105
"49090" 44 "RC1" 19 "b" "3" "फेकीं_थीं" "RCVerb" 938 -1 0 -1 -1 1 6.84374994900622
"49128" 44 "RC1" 14 "a" "4" "खरीदी_थी," "RCVerb" 578 1 0 -1 1 -1 6.35957386867238
"49154" 44 "RC1" 9 "d" "4" "काटा_था" "RCVerb" 656 0 -1 1 -1 -1 6.48616078894409
"49183" 44 "RC1" 4 "c" "4" "खाया_था," "RCVerb" 1360 0 1 1 1 1 7.2152399787301
"49211" 44 "RC1" 16 "c" "5" "खोला_था," "RCVerb" 765 0 1 1 1 1 6.63987583382654
"49231" 44 "RC1" 1 "d" "3" "पढ़ा_था" "RCVerb" 719 0 -1 1 -1 -1 6.57786135772105
"49328" 44 "RC1" 3 "b" "3" "चुनी_थीं" "RCVerb" 1469 -1 0 -1 -1 1 7.29233717617388
"49492" 45 "RC1" 9 "a" "5" "काटी_थी," "RCVerb" 750 1 0 -1 1 -1 6.62007320653036
"49554" 45 "RC1" 10 "b" "3" "मांगी_थी" "RCVerb" 984 -1 0 -1 -1 1 6.89162589705225
"49622" 45 "RC1" 12 "d" "5" "दिखाया_था" "RCVerb" 781 0 -1 1 -1 -1 6.66057514983969
"49695" 45 "RC1" 17 "a" "4" "पहनी_हुई_थी," "RCVerb" 1093 1 0 -1 1 -1 6.99668148817654
"49712" 45 "RC1" 24 "d" "4" "बेचा_था" "RCVerb" 610 0 -1 1 -1 -1 6.41345895716736
"49750" 45 "RC1" 14 "b" "3" "खरीदी_थी" "RCVerb" 2172 -1 0 -1 -1 1 7.68340368105383
"49810" 45 "RC1" 20 "d" "3" "बनाया_था" "RCVerb" 844 0 -1 1 -1 -1 6.73815249459596
"49838" 45 "RC1" 22 "b" "3" "पकड़ी_थी" "RCVerb" 890 -1 0 -1 -1 1 6.79122146272619
"49876" 45 "RC1" 1 "a" "4" "पढ़ी_थी," "RCVerb" 1093 1 0 -1 1 -1 6.99668148817654
"49928" 45 "RC1" 23 "c" "4" "उठा_लिया_था," "RCVerb" 1422 0 1 1 1 1 7.25981961036319
"49966" 45 "RC1" 6 "b" "3" "गायी_थी" "RCVerb" 906 -1 0 -1 -1 1 6.80903930604298
"50060" 45 "RC1" 21 "a" "5" "उठायीं_थीं," "RCVerb" 2328 1 0 -1 1 -1 7.75276480885133
"50077" 45 "RC1" 11 "c" "4" "बनाया_था," "RCVerb" 1172 0 1 1 1 1 7.06646697013696
"50095" 45 "RC1" 5 "a" "4" "खरीदी_थी," "RCVerb" 2109 1 0 -1 1 -1 7.65396918047877
"50179" 45 "RC1" 8 "d" "3" "रखा_था" "RCVerb" 828 0 -1 1 -1 -1 6.71901315438526
"50230" 45 "RC1" 19 "c" "4" "फेका_था," "RCVerb" 1110 0 1 1 1 1 7.01211529430638
"50289" 45 "RC1" 16 "d" "4" "खोला_था" "RCVerb" 1000 0 -1 1 -1 -1 6.90775527898214
"50383" 45 "RC1" 2 "b" "3" "खायी_थी" "RCVerb" 2531 -1 0 -1 -1 1 7.83636976054512
"50398" 45 "RC1" 18 "b" "3" "खरीदी_थी" "RCVerb" 1266 -1 0 -1 -1 1 7.14361760270412
"50504" 45 "RC1" 4 "d" "3" "खाया_था" "RCVerb" 1672 0 -1 1 -1 -1 7.42177579364465
"50546" 45 "RC1" 13 "a" "4" "सुलझाई_थी," "RCVerb" 3531 1 0 -1 1 -1 8.16933639592839
"50564" 45 "RC1" 15 "c" "4" "खरीदा_था," "RCVerb" 1313 0 1 1 1 1 7.1800698743028
"50596" 45 "RC1" 7 "c" "4" "साफ_किया_था," "RCVerb" 938 0 1 1 1 1 6.84374994900622
"50655" 45 "RC1" 3 "c" "4" "चुना_था," "RCVerb" 1625 0 1 1 1 1 7.39326309476384
"50725" 46 "RC1" 2 "c" "4" "खाया_था," "RCVerb" 2891 0 1 1 1 1 7.96935774201635
"50747" 46 "RC1" 7 "d" "3" "साफ_किया_था" "RCVerb" 1157 0 -1 1 -1 -1 7.05358572719368
"50794" 46 "RC1" 9 "b" "4" "काटी_थी" "RCVerb" 3844 -1 0 -1 -1 1 8.25426877009018
"50882" 46 "RC1" 18 "c" "4" "खरीदा_था," "RCVerb" 937 0 1 1 1 1 6.84268328223842
"50907" 46 "RC1" 21 "b" "4" "उठायीं_थीं" "RCVerb" 2547 -1 0 -1 -1 1 7.84267147497946
"51027" 46 "RC1" 3 "d" "3" "चुना_था" "RCVerb" 1235 0 -1 1 -1 -1 7.11882624906208
"51100" 46 "RC1" 17 "b" "3" "पहनी_हुई_थी" "RCVerb" 1906 -1 0 -1 -1 1 7.55276208421415
"51172" 46 "RC1" 23 "d" "3" "उठा_लिया_था" "RCVerb" 2188 0 -1 1 -1 -1 7.69074316354187
"51203" 46 "RC1" 4 "a" "4" "खायी_थी," "RCVerb" 1328 1 0 -1 1 -1 7.19142933003638
"51290" 46 "RC1" 5 "b" "3" "खरीदी_थी" "RCVerb" 1704 -1 0 -1 -1 1 7.44073370738926
"51425" 46 "RC1" 19 "d" "3" "फेका_था" "RCVerb" 3110 0 -1 1 -1 -1 8.04237800517328
"51464" 46 "RC1" 15 "d" "3" "खरीदा_था" "RCVerb" 969 0 -1 1 -1 -1 6.87626461189077
"51572" 46 "RC1" 12 "a" "6" "दिखायी_थी," "RCVerb" 985 1 0 -1 1 -1 6.89264164117209
"51635" 46 "RC1" 1 "b" "3" "पढ़ी_थी" "RCVerb" 1312 -1 0 -1 -1 1 7.17930796950403
"51674" 46 "RC1" 11 "d" "3" "बनाया_था" "RCVerb" 1593 0 -1 1 -1 -1 7.37337430991005
"51690" 46 "RC1" 10 "c" "4" "मांगा_था," "RCVerb" 1109 0 1 1 1 1 7.01121398735037
"51729" 46 "RC1" 8 "a" "4" "रखी_थी," "RCVerb" 1125 1 0 -1 1 -1 7.02553831463852
"51745" 46 "RC1" 13 "b" "3" "सुलझाई_थी" "RCVerb" 1813 -1 0 -1 -1 1 7.50273821075485
"51766" 46 "RC1" 6 "c" "4" "गाया_था," "RCVerb" 953 0 1 1 1 1 6.8596149036542
"51783" 46 "RC1" 24 "a" "5" "बेचीं_थीं," "RCVerb" 922 1 0 -1 1 -1 6.82654522355659
"51800" 46 "RC1" 16 "a" "5" "खोली_थी," "RCVerb" 937 1 0 -1 1 -1 6.84268328223842
"51855" 46 "RC1" 14 "c" "4" "खरीदा_था," "RCVerb" 890 0 1 1 1 1 6.79122146272619
"51871" 46 "RC1" 22 "c" "4" "पकड़ा_था," "RCVerb" 828 0 1 1 1 1 6.71901315438526
"51913" 46 "RC1" 20 "a" "4" "बनायी_थी," "RCVerb" 1047 1 0 -1 1 -1 6.95368421087054
"52037" 47 "RC1" 22 "d" "3" "पकड़ा_था" "RCVerb" 594 0 -1 1 -1 -1 6.38687931936265
"52054" 47 "RC1" 5 "c" "4" "खरीदा_था," "RCVerb" 1187 0 1 1 1 1 7.07918439460967
"52073" 47 "RC1" 21 "c" "5" "उठाया_था," "RCVerb" 672 0 1 1 1 1 6.51025834052315
"52162" 47 "RC1" 17 "c" "4" "पहना_हुआ_था," "RCVerb" 1047 0 1 1 1 1 6.95368421087054
"52210" 47 "RC1" 15 "a" "4" "खरीदी_थी," "RCVerb" 781 1 0 -1 1 -1 6.66057514983969
"52240" 47 "RC1" 16 "b" "4" "खोली_थी" "RCVerb" 547 -1 0 -1 -1 1 6.30444880242198
"52318" 47 "RC1" 1 "c" "4" "पढ़ा_था," "RCVerb" 610 0 1 1 1 1 6.41345895716736
"52382" 47 "RC1" 3 "a" "4" "चुनी_थीं," "RCVerb" 516 1 0 -1 1 -1 6.24610676548156
"52402" 47 "RC1" 2 "d" "3" "खाया_था" "RCVerb" 640 0 -1 1 -1 -1 6.46146817635372
"52425" 47 "RC1" 13 "c" "4" "सुलझाया_था," "RCVerb" 672 0 1 1 1 1 6.51025834052315
"52478" 47 "RC1" 10 "d" "3" "मांगा_था" "RCVerb" 562 0 -1 1 -1 -1 6.33150184989369
"52497" 47 "RC1" 12 "b" "5" "दिखायी_थी" "RCVerb" 516 -1 0 -1 -1 1 6.24610676548156
"52515" 47 "RC1" 11 "a" "4" "बनायी_थी," "RCVerb" 500 1 0 -1 1 -1 6.21460809842219
"52532" 47 "RC1" 8 "b" "3" "रखी_थी" "RCVerb" 625 -1 0 -1 -1 1 6.4377516497364
"52560" 47 "RC1" 4 "b" "3" "खायी_थी" "RCVerb" 938 -1 0 -1 -1 1 6.84374994900622
"52625" 47 "RC1" 24 "b" "4" "बेचीं_थीं" "RCVerb" 484 -1 0 -1 -1 1 6.18208490671663
"52658" 47 "RC1" 19 "a" "4" "फेकीं_थीं," "RCVerb" 531 1 0 -1 1 -1 6.27476202124194
"52676" 47 "RC1" 23 "a" "4" "उठा_ली_थी," "RCVerb" 594 1 0 -1 1 -1 6.38687931936265
"52727" 47 "RC1" 20 "b" "3" "बनायी_थी" "RCVerb" 500 -1 0 -1 -1 1 6.21460809842219
"52790" 47 "RC1" 7 "a" "4" "साफ_की_थी," "RCVerb" 578 1 0 -1 1 -1 6.35957386867238
"52808" 47 "RC1" 6 "d" "3" "गाया_था" "RCVerb" 672 0 -1 1 -1 -1 6.51025834052315
"52861" 47 "RC1" 18 "d" "3" "खरीदा_था" "RCVerb" 484 0 -1 1 -1 -1 6.18208490671663
"52925" 47 "RC1" 9 "c" "5" "काटा_था," "RCVerb" 563 0 1 1 1 1 6.33327962813969
"52949" 47 "RC1" 14 "d" "3" "खरीदा_था" "RCVerb" 656 0 -1 1 -1 -1 6.48616078894409
"53261" 48 "RC1" 19 "b" "3" "फेकीं_थीं" "RCVerb" 2812 -1 0 -1 -1 1 7.94165125293056
"53289" 48 "RC1" 8 "c" "4" "रखा_था," "RCVerb" 1500 0 1 1 1 1 7.3132203870903
"53351" 48 "RC1" 4 "c" "4" "खाया_था," "RCVerb" 1829 0 1 1 1 1 7.51152464839087
"53398" 48 "RC1" 15 "b" "3" "खरीदी_थी" "RCVerb" 1484 -1 0 -1 -1 1 7.30249642372733
"53431" 48 "RC1" 3 "b" "3" "चुनी_थीं" "RCVerb" 1250 -1 0 -1 -1 1 7.13089883029635
"53462" 48 "RC1" 1 "d" "3" "पढ़ा_था" "RCVerb" 890 0 -1 1 -1 -1 6.79122146272619
"53505" 48 "RC1" 23 "b" "3" "उठा_ली_थी" "RCVerb" 1203 -1 0 -1 -1 1 7.09257371597468
"53557" 48 "RC1" 24 "c" "5" "बेचा_था," "RCVerb" 1062 0 1 1 1 1 6.96790920180188
"53573" 48 "RC1" 9 "d" "4" "काटा_था" "RCVerb" 797 0 -1 1 -1 -1 6.68085467879022
"53682" 48 "RC1" 21 "d" "4" "उठाया_था" "RCVerb" 1250 0 -1 1 -1 -1 7.13089883029635
"53707" 48 "RC1" 17 "d" "3" "पहना_हुआ_था" "RCVerb" 2171 0 -1 1 -1 -1 7.68294316987829
"53754" 48 "RC1" 10 "a" "4" "मांगी_थी," "RCVerb" 829 1 0 -1 1 -1 6.7202201551353
"53817" 48 "RC1" 22 "a" "4" "पकड़ी_थी," "RCVerb" 1094 1 0 -1 1 -1 6.99759598298193
"53911" 48 "RC1" 13 "d" "3" "सुलझाया_था" "RCVerb" 1172 0 -1 1 -1 -1 7.06646697013696
"53963" 48 "RC1" 6 "a" "4" "गायी_थी," "RCVerb" 1062 1 0 -1 1 -1 6.96790920180188
"53988" 48 "RC1" 18 "a" "4" "खरीदी_थी," "RCVerb" 1266 1 0 -1 1 -1 7.14361760270412
"54005" 48 "RC1" 20 "c" "4" "बनाया_था," "RCVerb" 1141 0 1 1 1 1 7.03966034986208
"54026" 48 "RC1" 16 "c" "5" "खोला_था," "RCVerb" 1328 0 1 1 1 1 7.19142933003638
"54083" 48 "RC1" 14 "a" "4" "खरीदी_थी," "RCVerb" 1281 1 0 -1 1 -1 7.15539630189673
"54105" 48 "RC1" 2 "a" "4" "खायी_थी," "RCVerb" 938 1 0 -1 1 -1 6.84374994900622
"54168" 48 "RC1" 7 "b" "3" "साफ_की_थी" "RCVerb" 1016 -1 0 -1 -1 1 6.92362862813843
"54248" 48 "RC1" 5 "d" "3" "खरीदा_था" "RCVerb" 1016 0 -1 1 -1 -1 6.92362862813843
"54326" 48 "RC1" 12 "c" "6" "दिखाया_था," "RCVerb" 1156 0 1 1 1 1 7.05272104923232
"54365" 48 "RC1" 11 "b" "3" "बनायी_थी" "RCVerb" 1922 -1 0 -1 -1 1 7.56112158953024
"54539" 49 "RC1" 13 "a" "4" "सुलझाई_थी," "RCVerb" 516 1 0 -1 1 -1 6.24610676548156
"54577" 49 "RC1" 23 "c" "4" "उठा_लिया_था," "RCVerb" 609 0 1 1 1 1 6.4118182677099
"54615" 49 "RC1" 1 "a" "4" "पढ़ी_थी," "RCVerb" 578 1 0 -1 1 -1 6.35957386867238
"54634" 49 "RC1" 21 "a" "5" "उठायीं_थीं," "RCVerb" 766 1 0 -1 1 -1 6.64118216974059
"54664" 49 "RC1" 18 "b" "3" "खरीदी_थी" "RCVerb" 1157 -1 0 -1 -1 1 7.05358572719368
"54713" 49 "RC1" 2 "b" "3" "खायी_थी" "RCVerb" 688 -1 0 -1 -1 1 6.53378883793334
"54825" 49 "RC1" 11 "c" "4" "बनाया_था," "RCVerb" 547 0 1 1 1 1 6.30444880242198
"54842" 49 "RC1" 3 "c" "4" "चुना_था," "RCVerb" 1578 0 1 1 1 1 7.36391350140582
"54866" 49 "RC1" 22 "b" "3" "पकड़ी_थी" "RCVerb" 843 -1 0 -1 -1 1 6.73696695800186
"54885" 49 "RC1" 17 "a" "4" "पहनी_हुई_थी," "RCVerb" 578 1 0 -1 1 -1 6.35957386867238
"54899" 49 "RC1" 20 "d" "3" "बनाया_था" "RCVerb" 500 0 -1 1 -1 -1 6.21460809842219
"55064" 49 "RC1" 8 "d" "3" "रखा_था" "RCVerb" 1078 0 -1 1 -1 -1 6.98286275146894
"55153" 49 "RC1" 6 "b" "3" "गायी_थी" "RCVerb" 1359 -1 0 -1 -1 1 7.21450441415114
"55204" 49 "RC1" 24 "d" "4" "बेचा_था" "RCVerb" 2812 0 -1 1 -1 -1 7.94165125293056
"55230" 49 "RC1" 10 "b" "3" "मांगी_थी" "RCVerb" 657 -1 0 -1 -1 1 6.48768401848461
"55287" 49 "RC1" 9 "a" "5" "काटी_थी," "RCVerb" 547 1 0 -1 1 -1 6.30444880242198
"55327" 49 "RC1" 12 "d" "5" "दिखाया_था" "RCVerb" 968 0 -1 1 -1 -1 6.87523208727658
"55346" 49 "RC1" 19 "c" "4" "फेका_था," "RCVerb" 437 0 1 1 1 1 6.07993319509559
"55365" 49 "RC1" 4 "d" "3" "खाया_था" "RCVerb" 500 0 -1 1 -1 -1 6.21460809842219
"55434" 49 "RC1" 14 "b" "3" "खरीदी_थी" "RCVerb" 812 -1 0 -1 -1 1 6.69950034016168
"55564" 49 "RC1" 16 "d" "4" "खोला_था" "RCVerb" 672 0 -1 1 -1 -1 6.51025834052315
"55607" 49 "RC1" 7 "c" "4" "साफ_किया_था," "RCVerb" 766 0 1 1 1 1 6.64118216974059
"55666" 49 "RC1" 15 "c" "4" "खरीदा_था," "RCVerb" 562 0 1 1 1 1 6.33150184989369
"55691" 49 "RC1" 5 "a" "4" "खरीदी_थी," "RCVerb" 407 1 0 -1 1 -1 6.00881318544259
"55867" 5 "RC1" 10 "b" "3" "मांगी_थी" "RCVerb" 2422 -1 0 -1 -1 1 7.79234892411304
"55892" 5 "RC1" 17 "a" "4" "पहनी_हुई_थी," "RCVerb" 1672 1 0 -1 1 -1 7.42177579364465
"56002" 5 "RC1" 22 "b" "3" "पकड़ी_थी" "RCVerb" 1672 -1 0 -1 -1 1 7.42177579364465
"56030" 5 "RC1" 16 "d" "4" "खोला_था" "RCVerb" 594 0 -1 1 -1 -1 6.38687931936265
"56051" 5 "RC1" 13 "a" "4" "सुलझाई_थी," "RCVerb" 3578 1 0 -1 1 -1 8.18255926406867
"56148" 5 "RC1" 24 "d" "4" "बेचा_था" "RCVerb" 563 0 -1 1 -1 -1 6.33327962813969
"56164" 5 "RC1" 12 "d" "5" "दिखाया_था" "RCVerb" 672 0 -1 1 -1 -1 6.51025834052315
"56263" 5 "RC1" 9 "a" "5" "काटी_थी," "RCVerb" 687 1 0 -1 1 -1 6.53233429222235
"56342" 5 "RC1" 5 "a" "4" "खरीदी_थी," "RCVerb" 922 1 0 -1 1 -1 6.82654522355659
"56371" 5 "RC1" 2 "b" "3" "खायी_थी" "RCVerb" 922 -1 0 -1 -1 1 6.82654522355659
"56416" 5 "RC1" 21 "a" "5" "उठायीं_थीं," "RCVerb" 859 1 0 -1 1 -1 6.75576892198425
"56430" 5 "RC1" 3 "c" "4" "चुना_था," "RCVerb" 500 0 1 1 1 1 6.21460809842219
"56482" 5 "RC1" 23 "c" "4" "उठा_लिया_था," "RCVerb" 1047 0 1 1 1 1 6.95368421087054
"56553" 5 "RC1" 19 "c" "4" "फेका_था," "RCVerb" 1359 0 1 1 1 1 7.21450441415114
"56662" 5 "RC1" 1 "a" "4" "पढ़ी_थी," "RCVerb" 531 1 0 -1 1 -1 6.27476202124194
"56679" 5 "RC1" 18 "b" "3" "खरीदी_थी" "RCVerb" 610 -1 0 -1 -1 1 6.41345895716736
"56697" 5 "RC1" 8 "d" "3" "रखा_था" "RCVerb" 1562 0 -1 1 -1 -1 7.35372233039963
"56736" 5 "RC1" 11 "c" "4" "बनाया_था," "RCVerb" 985 0 1 1 1 1 6.89264164117209
"56769" 5 "RC1" 6 "b" "3" "गायी_थी" "RCVerb" 3078 -1 0 -1 -1 1 8.03203531439882
"56807" 5 "RC1" 7 "c" "4" "साफ_किया_था," "RCVerb" 860 0 1 1 1 1 6.75693238924755
"56824" 5 "RC1" 15 "c" "4" "खरीदा_था," "RCVerb" 468 0 1 1 1 1 6.14846829591765
"56853" 5 "RC1" 20 "d" "3" "बनाया_था" "RCVerb" 578 0 -1 1 -1 -1 6.35957386867238
"56912" 5 "RC1" 14 "b" "3" "खरीदी_थी" "RCVerb" 625 -1 0 -1 -1 1 6.4377516497364
"56961" 5 "RC1" 4 "d" "3" "खाया_था" "RCVerb" 594 0 -1 1 -1 -1 6.38687931936265
"57118" 50 "RC1" 11 "d" "3" "बनाया_था" "RCVerb" 1047 0 -1 1 -1 -1 6.95368421087054
"57255" 50 "RC1" 18 "c" "4" "खरीदा_था," "RCVerb" 2016 0 1 1 1 1 7.60887062919126
"57285" 50 "RC1" 3 "d" "3" "चुना_था" "RCVerb" 1281 0 -1 1 -1 -1 7.15539630189673
"57305" 50 "RC1" 8 "a" "4" "रखी_थी," "RCVerb" 1110 1 0 -1 1 -1 7.01211529430638
"57378" 50 "RC1" 10 "c" "4" "मांगा_था," "RCVerb" 953 0 1 1 1 1 6.8596149036542
"57401" 50 "RC1" 21 "b" "4" "उठायीं_थीं" "RCVerb" 1375 -1 0 -1 -1 1 7.22620901010067
"57464" 50 "RC1" 16 "a" "5" "खोली_थी," "RCVerb" 1281 1 0 -1 1 -1 7.15539630189673
"57559" 50 "RC1" 15 "d" "3" "खरीदा_था" "RCVerb" 766 0 -1 1 -1 -1 6.64118216974059
"57600" 50 "RC1" 1 "b" "3" "पढ़ी_थी" "RCVerb" 1031 -1 0 -1 -1 1 6.93828448401696
"57623" 50 "RC1" 4 "a" "4" "खायी_थी," "RCVerb" 1250 1 0 -1 1 -1 7.13089883029635
"57641" 50 "RC1" 17 "b" "3" "पहनी_हुई_थी" "RCVerb" 1141 -1 0 -1 -1 1 7.03966034986208
"57680" 50 "RC1" 2 "c" "4" "खाया_था," "RCVerb" 766 0 1 1 1 1 6.64118216974059
"57696" 50 "RC1" 19 "d" "3" "फेका_था" "RCVerb" 547 0 -1 1 -1 -1 6.30444880242198
"57715" 50 "RC1" 22 "c" "4" "पकड़ा_था," "RCVerb" 1656 0 1 1 1 1 7.4121603349452
"57729" 50 "RC1" 6 "c" "4" "गाया_था," "RCVerb" 610 0 1 1 1 1 6.41345895716736
"57774" 50 "RC1" 14 "c" "4" "खरीदा_था," "RCVerb" 1500 0 1 1 1 1 7.3132203870903
"57802" 50 "RC1" 20 "a" "4" "बनायी_थी," "RCVerb" 1062 1 0 -1 1 -1 6.96790920180188
"57828" 50 "RC1" 24 "a" "5" "बेचीं_थीं," "RCVerb" 1391 1 0 -1 1 -1 7.23777819192344
"57953" 50 "RC1" 12 "a" "6" "दिखायी_थी," "RCVerb" 844 1 0 -1 1 -1 6.73815249459596
"58030" 50 "RC1" 9 "b" "4" "काटी_थी" "RCVerb" 1140 -1 0 -1 -1 1 7.03878354138854
"58058" 50 "RC1" 7 "d" "3" "साफ_किया_था" "RCVerb" 875 0 -1 1 -1 -1 6.77422388635761
"58137" 50 "RC1" 5 "b" "3" "खरीदी_थी" "RCVerb" 1078 -1 0 -1 -1 1 6.98286275146894
"58196" 50 "RC1" 23 "d" "3" "उठा_लिया_था" "RCVerb" 906 0 -1 1 -1 -1 6.80903930604298
"58240" 50 "RC1" 13 "b" "3" "सुलझाई_थी" "RCVerb" 1078 -1 0 -1 -1 1 6.98286275146894
"58330" 51 "RC1" 3 "a" "4" "चुनी_थीं," "RCVerb" 1187 1 0 -1 1 -1 7.07918439460967
"58351" 51 "RC1" 20 "b" "3" "बनायी_थी" "RCVerb" 4875 -1 0 -1 -1 1 8.49187538343195
"58403" 51 "RC1" 15 "a" "4" "खरीदी_थी," "RCVerb" 3735 1 0 -1 1 -1 8.22550309756692
"58456" 51 "RC1" 14 "d" "3" "खरीदा_था" "RCVerb" 1796 0 -1 1 -1 -1 7.49331724886215
"58500" 51 "RC1" 5 "c" "4" "खरीदा_था," "RCVerb" 1297 0 1 1 1 1 7.16780918431644
"58519" 51 "RC1" 23 "a" "4" "उठा_ली_थी," "RCVerb" 3406 1 0 -1 1 -1 8.13329386122263
"58554" 51 "RC1" 7 "a" "4" "साफ_की_थी," "RCVerb" 1937 1 0 -1 1 -1 7.568895663407
"58569" 51 "RC1" 11 "a" "4" "बनायी_थी," "RCVerb" 1157 1 0 -1 1 -1 7.05358572719368
"58602" 51 "RC1" 21 "c" "5" "उठाया_था," "RCVerb" 890 0 1 1 1 1 6.79122146272619
"58617" 51 "RC1" 18 "d" "3" "खरीदा_था" "RCVerb" 1218 0 -1 1 -1 -1 7.10496544826984
"58668" 51 "RC1" 13 "c" "4" "सुलझाया_था," "RCVerb" 1531 0 1 1 1 1 7.33367639565768
"58726" 51 "RC1" 2 "d" "3" "खाया_था" "RCVerb" 688 0 -1 1 -1 -1 6.53378883793334
"58783" 51 "RC1" 6 "d" "3" "गाया_था" "RCVerb" 1469 0 -1 1 -1 -1 7.29233717617388
"58834" 51 "RC1" 1 "c" "4" "पढ़ा_था," "RCVerb" 1000 0 1 1 1 1 6.90775527898214
"58960" 51 "RC1" 16 "b" "4" "खोली_थी" "RCVerb" 1375 -1 0 -1 -1 1 7.22620901010067
"58987" 51 "RC1" 24 "b" "4" "बेचीं_थीं" "RCVerb" 1234 -1 0 -1 -1 1 7.11801620446533
"59126" 51 "RC1" 8 "b" "3" "रखी_थी" "RCVerb" 579 -1 0 -1 -1 1 6.361302477573
"59147" 51 "RC1" 9 "c" "5" "काटा_था," "RCVerb" 594 0 1 1 1 1 6.38687931936265
"59191" 51 "RC1" 4 "b" "3" "खायी_थी" "RCVerb" 1219 -1 0 -1 -1 1 7.10578612948127
"59251" 51 "RC1" 17 "c" "4" "पहना_हुआ_था," "RCVerb" 1750 0 1 1 1 1 7.46737106691756
"59310" 51 "RC1" 19 "a" "4" "फेकीं_थीं," "RCVerb" 1110 1 0 -1 1 -1 7.01211529430638
"59405" 51 "RC1" 10 "d" "3" "मांगा_था" "RCVerb" 3016 0 -1 1 -1 -1 8.01168672912785
"59456" 51 "RC1" 22 "d" "3" "पकड़ा_था" "RCVerb" 1875 0 -1 1 -1 -1 7.53636393840451
"59473" 51 "RC1" 12 "b" "5" "दिखायी_थी" "RCVerb" 2093 -1 0 -1 -1 1 7.646353722446
"59582" 52 "RC1" 4 "c" "4" "खाया_था," "RCVerb" 3250 0 1 1 1 1 8.08641027532378
"59680" 52 "RC1" 24 "c" "5" "बेचा_था," "RCVerb" 891 0 1 1 1 1 6.79234442747081
"59698" 52 "RC1" 23 "b" "3" "उठा_ली_थी" "RCVerb" 1594 -1 0 -1 -1 1 7.37400185935016
"59827" 52 "RC1" 17 "d" "3" "पहना_हुआ_था" "RCVerb" 1328 0 -1 1 -1 -1 7.19142933003638
"59898" 52 "RC1" 13 "d" "3" "सुलझाया_था" "RCVerb" 1062 0 -1 1 -1 -1 6.96790920180188
"59919" 52 "RC1" 7 "b" "3" "साफ_की_थी" "RCVerb" 2593 -1 0 -1 -1 1 7.86057078553866
"59935" 52 "RC1" 1 "d" "3" "पढ़ा_था" "RCVerb" 3313 0 -1 1 -1 -1 8.1056094022999
"60009" 52 "RC1" 9 "d" "4" "काटा_था" "RCVerb" 1047 0 -1 1 -1 -1 6.95368421087054
